d,alpha,gamma,uniform_cost,adversarial_cost,uniform_regret,adversarial_regret,pareto_segment
1,1.5,0.54159999999999997,0.33601592614153469,1.0476080547994837,0.015165172517229264,0.11115613936154478,0
1,1.5,0.54320000000000002,0.33584792485279685,1.0461917445186149,0.014657610095343276,0.10965391545574499,0
1,1.5,0.54479999999999995,0.33568288714217054,1.0447870129484584,0.014159001181463182,0.10816397262723831,0
1,1.5,0.5464,0.33552080729795525,1.0433938117483301,0.013669328519503976,0.10668625960298628,0
1,1.5,0.54800000000000004,0.33536168025918495,1.0420120928819741,0.013188576819367803,0.10522072543284566,0
1,1.5,0.54959999999999998,0.33520550000330984,1.0406418086158054,0.012716727885837109,0.10376731948770401,0
1,1.5,0.55120000000000002,0.33505225849647358,1.0392829115171764,0.012253757447171942,0.1023259914576411,0
1,1.5,0.55279999999999996,0.33490195276658213,1.0379353544526582,0.01179965652413606,0.10089669135010615,0
1,1.5,0.5544,0.33475457483071458,1.0365990905863405,0.01135440099887508,0.099479369488114422,0
1,1.5,0.55600000000000005,0.33461011764680942,1.0352740733781487,0.010917969596041299,0.098073976508462613,0
1,1.5,0.55759999999999998,0.33446857877451397,1.0339602565821795,0.01049035494288586,0.096680463359962499,0
1,1.5,0.55920000000000003,0.33432995156397133,1.0326575942450551,0.010071536948982773,0.095298781301697222,0
1,1.5,0.56079999999999997,0.33419422954310191,1.0313660407042933,0.0096614960610033052,0.093928881901289785,0
1,1.5,0.56240000000000001,0.33406140752610963,1.0300855505866939,0.0092602166117154994,0.092570717033194638,0
1,1.5,0.56400000000000006,0.33393147902704018,1.0288160788067466,0.0088676790058723753,0.091224238877006147,0
1,1.5,0.56559999999999999,0.33380443844566371,1.0275575805650519,0.0084838663241622037,0.089889399915785484,0
1,1.5,0.56720000000000004,0.33368028452150128,1.0263100113467607,0.0081087747584487335,0.088566152934405507,0
1,1.5,0.56879999999999997,0.33355900646585462,1.0250733269200332,0.0077423717141145154,0.087254451017915402,0
1,1.5,0.57040000000000002,0.33344059993576636,1.0238474833345088,0.0073846440702955984,0.085954247549917762,0
1,1.5,0.57200000000000006,0.33332506214038149,1.0226324369197997,0.0070355833953121838,0.08466549621097208,0
1,1.5,0.5736,0.33321238687912486,1.0214281442839974,0.0066951709560998385,0.08338815097700869,0
1,1.5,0.57520000000000004,0.33310256695621721,1.0202345623121958,0.006363385012901901,0.082122166117764461,0
1,1.5,0.57679999999999998,0.33299559868505385,1.0190516481650336,0.006040214427815993,0.080867496195234478,0
1,1.5,0.57840000000000003,0.33289147616455478,1.0178793592772499,0.0057256413726065603,0.07962409606214238,0
1,1.5,0.57999999999999996,0.33279019458736736,1.0167176533562583,0.0054196513233879529,0.07839192086042579,0
1,1.5,0.58160000000000001,0.33269174734970131,1.0155664883807367,0.0051222243289095193,0.077170926019742181,0
1,1.5,0.58319999999999994,0.33259613281981737,1.0144258225992346,0.0048333554593908978,0.075961067255990722,0
1,1.5,0.58479999999999999,0.33250334758086614,1.0132956145287948,0.0045530343919089056,0.074762300569851003,0
1,1.5,0.58640000000000003,0.33241337806973081,1.0121758229535929,0.0042812201498227953,0.073574582245339748,0
1,1.5,0.58799999999999997,0.33232622728316102,1.0110664069235922,0.0040179217868581141,0.072397868848383951,0
1,1.5,0.58960000000000001,0.33224188708046776,1.0099673257532147,0.0037631147085139816,0.07123211722541134,0
1,1.5,0.59119999999999995,0.33216035329448901,1.0088785390200272,0.0035167863250364917,0.070077284501957271,0
1,1.5,0.59279999999999999,0.33208161933652369,1.0078000065634483,0.0032789167307627487,0.068933328081292045,0
1,1.5,0.59440000000000004,0.33200568365569427,1.0067316884834614,0.00304950124020964,0.067800205643057776,0
1,1.5,0.59599999999999997,0.33193254062335598,1.0056735451393561,0.0028285228482185509,0.066677875141931242,0
1,1.5,0.59760000000000002,0.33186218359329672,1.0046255371484742,0.0026159614753751281,0.065566294806295833,0
1,1.5,0.59919999999999995,0.33179460545099237,1.0035876253849798,0.002411795627409008,0.064465423136935707,0
1,1.5,0.6008,0.33172981282180863,1.0025597709786382,0.0022160453207540343,0.063375218905740827,0
1,1.5,0.60240000000000005,0.33166779209608227,1.0015419353136192,0.0020286694381446146,0.062295641154437975,0
1,1.5,0.60399999999999998,0.33160853979141347,1.0005340800273055,0.0018496574586177594,0.06122664919332732,0
1,1.5,0.60560000000000003,0.33155205129209742,0.9995361670091274,0.0016789954372906646,0.060168202600045184,0
1,1.5,0.60719999999999996,0.33149832393630457,0.9985481583994037,0.0015166753322923832,0.05912026121833569,0
1,1.5,0.60880000000000001,0.33144735285735766,0.99757001658820599,0.0013626824405068572,0.058082785156845729,0
1,1.5,0.61040000000000005,0.33139913234380342,0.99660170421423389,0.0012169995065958172,0.057055734787931911,0
1,1.5,0.61199999999999999,0.33135365946726669,0.99564318416370701,0.0010796176834055871,0.056039070746485731,0
1,1.5,0.61360000000000003,0.33131092969008796,0.99469441956927385,0.00095052326184230651,0.055032753928775602,0
1,1.5,0.61519999999999997,0.33127093861978274,0.99375537380893431,0.00082970297141238269,0.054036745491304883,0
1,1.5,0.61680000000000001,0.33123368325831509,0.99282601050497898,0.00071714775450404389,0.053051006849685667,0
1,1.5,0.61840000000000006,0.33119915931273164,0.99190629352294379,0.00061284464132538297,0.052075499677531445,0
1,1.5,0.62,0.33116735986468343,0.99099618697058067,0.00051677273028660764,0.051110185905363981,0
1,1.5,0.62160000000000004,0.33113828336988899,0.99009565519684295,0.00042892735583333064,0.05015502771953817,0
1,1.5,0.62319999999999998,0.33111192705787196,0.98920466279088604,0.00034930014785272689,0.049209987561181334,0
1,1.5,0.62480000000000002,0.33108827999306745,0.98832317458108576,0.00027785806801605695,0.048275028125152719,0
1,1.5,0.62640000000000007,0.33106735135523135,0.9874511556340706,0.00021462885003398213,0.047350112359016316,0
1,1.5,0.628,0.33104912582395807,0.98658857125376875,0.00015956620817725309,0.046435203462030783,0
1,1.5,0.62960000000000005,0.33103360278242117,0.98573538698047447,0.00011266827890143993,0.045530264884158678,0
1,1.5,0.63119999999999998,0.33102078088617015,0.98489156858992488,7.3931000376781242e-05,0.044635260325087467,0
1,1.5,0.63280000000000003,0.33101065418891745,0.98405708209239873,4.3336407788086007e-05,0.0437501537332734,0
1,1.5,0.63439999999999996,0.33100321735462362,0.98323189373182385,2.0868379990934827e-05,0.042874909304995379,0
1,1.5,0.63600000000000001,0.33099846684355272,0.98241596998490666,6.5162227993464938e-06,0.042009491483430805,0
1,1.5,0.63759999999999994,0.33099640576071043,0.98160927756027427,2.8931699991296966e-07,0.041153864957746755,0
1,1.5,0.63919999999999999,0.33099702537233755,0.98081178339763253,2.1612763192457862e-06,0.040307994662205804,1
1,1.5,0.64080000000000004,0.33100032058610634,0.9800234546669413,1.2116715909504805e-05,0.039471845775291836,1
1,1.5,0.64239999999999997,0.33100629092006845,0.97924425876760468,3.0154179717190033e-05,0.0386453837188514,1
1,1.5,0.64400000000000002,0.33101493127922238,0.97847416332767745,5.6258274817366782e-05,0.037828574157251271,1
1,1.5,0.64559999999999995,0.33102623900678746,0.97771313620308908,9.0420974592220205e-05,0.037021382996556218,1
1,1.5,0.6472,0.33104020996608857,0.97696114547687973,0.00013262978139505499,0.03622377638371832,1
1,1.5,0.64880000000000004,0.33105684200712099,0.97621815945845836,0.00018287819967044427,0.035435720705789375,1
1,1.5,0.65039999999999998,0.33107613137275432,0.97548414668287264,0.00024115487844511563,0.034657182589148183,1
1,1.5,0.65200000000000002,0.33109807426445642,0.97475907591009692,0.00030744834166296364,0.033888128898743375,1
1,1.5,0.65359999999999996,0.33112266634455645,0.97404291612433713,0.000381745484432372,0.033128526737357555,1
1,1.5,0.6552,0.33114991055318804,0.97333563653335009,0.00046405518943104518,0.032378343444884772,1
1,1.5,0.65680000000000005,0.33117979774479589,0.97263720656778363,0.00055434982627478036,0.03163754659763085,1
1,1.5,0.65839999999999999,0.33121232545212881,0.97194759588052893,0.00065262194094906079,0.030906104007626167,1
1,1.5,0.66000000000000003,0.33124749252531427,0.97126677434609154,0.0007588680594803332,0.030183983721958407,1
1,1.5,0.66159999999999997,0.33128529479153757,0.9705947120599816,0.00087307557503724098,0.029471154022126189,1
1,1.5,0.66320000000000001,0.33132572962423185,0.96993137933811657,0.00099523655228361818,0.028767583423405796,1
1,1.5,0.66480000000000006,0.3313687919087443,0.96927674671624564,0.0011253355389240216,0.028073240674239441,1
1,1.5,0.66639999999999999,0.3314144667178327,0.96863078494938959,0.001263327437047268,0.027388094755642634,1
1,1.5,0.66800000000000004,0.33146277950511449,0.96799346501129624,0.0014092891466570556,0.02671211488062597,1
1,1.5,0.66959999999999997,0.33151373971463544,0.96736475809391875,0.0015632491999315601,0.026045270493641137,1
1,1.5,0.67120000000000002,0.33156729573769939,0.96674463560690505,0.001725051677621714,0.025387531270040675,1
1,1.5,0.67280000000000006,0.33162346777232221,0.96613306917711084,0.001894757601603736,0.024738867115560392,1
1,1.5,0.6744,0.3316822534250139,0.96553003064812781,0.0020723597407092953,0.02409924816581932,1
1,1.5,0.67600000000000005,0.33174365051037918,0.96493549207982998,0.0022578514924622706,0.023468644785838766,1
1,1.5,0.67759999999999998,0.33180765581654037,0.96434942574794125,0.0024512231531965689,0.022847027569583345,1
1,1.5,0.67920000000000003,0.33187426451668772,0.96377180414361796,0.002652460140242674,0.022234367339518224,1
1,1.5,0.68080000000000007,0.33194347872010838,0.96320259997305258,0.0028615688261404149,0.021630635146188348,1
1,1.5,0.68240000000000001,0.33201529611992497,0.96264178615709584,0.0030785422413941443,0.021035802267819204,1
1,1.5,0.68400000000000005,0.33208971103854296,0.96208933583089662,0.003303363232958878,0.020449840209932901,1
1,1.5,0.68559999999999999,0.33216672058467245,0.96154522234356588,0.0035360230657224268,0.01987272070499313,1
1,1.5,0.68720000000000003,0.33224632474343396,0.9610094192578541,0.0037765216947314162,0.019304415712061873,1
1,1.5,0.68879999999999997,0.33232852021137382,0.96048190034985326,0.0040248491396519537,0.018744897416484552,1
1,1.5,0.69040000000000001,0.332413307831597,0.95996263960871664,0.0042810079476571783,0.018194138229592038,1
1,1.5,0.69199999999999995,0.33250067861042903,0.95945161123639922,0.0045449709472222821,0.017652110788425546,1
1,1.5,0.69359999999999999,0.33259064166336827,0.95894878964742114,0.0048167656779243284,0.017118787955485493,1
1,1.5,0.69520000000000004,0.33268318436288186,0.9584541494686476,0.0050963539896919929,0.016594142818498359,1
1,1.5,0.69679999999999997,0.3327783084689579,0.95796766553909507,0.00538374119976881,0.016078148690211069,1
1,1.5,0.69840000000000002,0.33287601306472786,0.95748931290975425,0.0056789245381287934,0.015570779108202926,1
1,1.5,0.69999999999999996,0.33297628599225015,0.95701906684343818,0.0059818672734206491,0.015072007834725509,1
1,1.5,0.7016,0.33307915439127384,0.95655690281465167,0.00629265139975832,0.01458180885656235,1
1,1.5,0.70320000000000005,0.33318458595367523,0.95610279650948193,0.0066111793084291381,0.014100156384914575,1
1,1.5,0.70479999999999998,0.33329258910777959,0.95565672382551337,0.0069374764629355212,0.01362702485531031,1
1,1.5,0.70640000000000003,0.33340316512618101,0.95521866087176577,0.0072715467080151086,0.013162388927537849,1
1,1.5,0.70799999999999996,0.333516310008456,0.95478858396865263,0.0076133779576617044,0.012706223485603463,1
1,1.5,0.70960000000000001,0.33363202104146394,0.95436646964797012,0.007962962014984587,0.012258503637717633,1
1,1.5,0.71120000000000005,0.33375029845341686,0.9539522946529021,0.0083202995694535709,0.011819204716301934,1
1,1.5,0.71279999999999999,0.33387114266970291,0.95354603593805609,0.0086853919062437335,0.011388302278026119,1
1,1.5,0.71440000000000003,0.3339945537877218,0.95314767066952244,0.0090582393196174671,0.010965772103872284,1
1,1.5,0.71599999999999997,0.33412051352414063,0.95275717622495659,0.0094387865723031261,0.010551590199219918,1
1,1.5,0.71760000000000002,0.33424904086225898,0.95237453019369145,0.0098270910162989722,0.010145732793967355,1
1,1.5,0.71920000000000006,0.33438012632587988,0.95199971037687314,0.010223124022291419,0.0097481763426743306,1
1,1.5,0.7208,0.33451376723734927,0.95163269478762524,0.010626877500601317,0.0093588975247369532,1
1,1.5,0.72240000000000004,0.3346499663924094,0.95127346165123916,0.01103835989767421,0.0089778732445886522,1
1,1.5,0.72399999999999998,0.33478872535835286,0.95092198940539274,0.011457575948585319,0.0086050806319333262,1
1,1.5,0.72560000000000002,0.33493003480789829,0.95057825670040041,0.01188449747392295,0.0082404970420097978,1
1,1.5,0.72719999999999996,0.33507389018072792,0.9502422423994864,0.012319110696138447,0.0078841000558818042,1
1,1.5,0.7288,0.33522031067318492,0.94991392557909315,0.012761473610872986,0.0075358674807652903,1
1,1.5,0.73039999999999994,0.3353692767323862,0.94959328552921651,0.013211527145313484,0.0071957773503836808,1
1,1.5,0.73199999999999998,0.33552079511081873,0.94928030175377354,0.013669291699950126,0.006863807925358012,1
1,1.5,0.73360000000000003,0.33567486108158301,0.94897495397100118,0.014134752993960387,0.006539937693630149,1
1,1.5,0.73519999999999996,0.33583147507137712,0.94867722211388716,0.014607912316477067,0.0062241453709193095,1
1,1.5,0.73680000000000001,0.33599063521241002,0.94838708633063273,0.01508876402456405,0.0059164099012132265,1
1,1.5,0.73839999999999995,0.33615234953038492,0.94810452698515124,0.015577332365328767,0.0056167104572968363,1
1,1.5,0.73999999999999999,0.33631660737800817,0.9478295246575994,0.016073585171362481,0.0053250264413158277,1
1,1.5,0.74160000000000004,0.33648341131058052,0.94756206014494371,0.016577530162693144,0.005041337485377273,1
1,1.5,0.74319999999999997,0.33665276091998997,0.94730211446156221,0.017089166106340148,0.00476562345218845,1
1,1.5,0.74480000000000002,0.33682465455392424,0.9470496688398844,0.017608488010367962,0.0044978644357347441,1
1,1.5,0.74639999999999995,0.33699909436828285,0.94680470473106959,0.018135502388140878,0.0042380407619992955,1
1,1.5,0.748,0.33717608122430803,0.94656720380571879,0.018670211841627982,0.003986132989718838,1
1,1.5,0.74960000000000004,0.33735559824654993,0.9463371479546322,0.019212565387028535,0.0037421219111863913,1
1,1.5,0.75120000000000009,0.33753764522395907,0.94611451928960244,0.019762562386724358,0.0035059885530928092,1
1,1.5,0.75280000000000002,0.33772230061572006,0.94589930014425272,0.02032043988016885,0.0032777141774158469,1
1,1.5,0.75439999999999996,0.33790946058873889,0.94569147307491408,0.020885884168716951,0.0030572802823505274,1
1,1.5,0.75600000000000001,0.33809916598143236,0.94549102086154724,0.021459018632647098,0.0028446686032872481,1
1,1.5,0.75760000000000005,0.3382914182881554,0.94529792650871092,0.022039847786677003,0.0026398611138382932,1
1,1.5,0.7592000000000001,0.33848621204956897,0.94511217324657337,0.022628355137151113,0.0024428400269107531,1
1,1.5,0.76080000000000003,0.33868355047104043,0.94493374453197265,0.023224550368067032,0.0022535877958318462,1
1,1.5,0.76239999999999997,0.33888343394145287,0.94476262404952316,0.023828434654310948,0.0020720871155219811,1
1,1.5,0.76400000000000001,0.33908586043495653,0.94459879571277339,0.024440001875422945,0.0018983209237224408,1
1,1.5,0.76560000000000006,0.33929083257653714,0.94444224366541418,0.025059259961961455,0.0017322724022781344,1
1,1.5,0.76719999999999999,0.33949835360751829,0.94429295228253907,0.025686218706554298,0.0015739249784725295,1
1,1.5,0.76879999999999993,0.33970842221497172,0.94415090617195785,0.026320874142606865,0.0014232623264227584,1
1,1.5,0.77039999999999997,0.3399210309172932,0.9440160901755662,0.026963203666832802,0.0012802683685313454,1
1,1.5,0.77200000000000002,0.34013618957741121,0.94388848937077174,0.027613237076931529,0.0011449272769987751,1
1,1.5,0.77360000000000007,0.34035389826883383,0.94376808907197773,0.028270974594984288,0.0010172234753975662,1
1,1.5,0.7752,0.34057415712165923,0.94365487483213017,0.028936416614041338,0.00089714164031295951,1
1,1.5,0.77679999999999993,0.34079696444028224,0.94354883244432108,0.029609558011371329,0.00078466670304333519,1
1,1.5,0.77839999999999998,0.34102231953147777,0.9434499479434626,0.030290396692615351,0.00067978385137656971,1
1,1.5,0.78000000000000003,0.34125022893800877,0.94335820760802092,0.030978952424648876,0.00058247853142767703,1
1,1.5,0.78160000000000007,0.34148069143896981,0.94327359796181953,0.031675221518895125,0.00049273644955349916,1
1,1.5,0.78320000000000001,0.34171371063646044,0.94319610577591684,0.032379214857951144,0.00041054357434244793,1
1,1.5,0.78479999999999994,0.34194928153021203,0.9431257180705469,0.033090917335097059,0.00033588613867352457,1
1,1.5,0.78639999999999999,0.34218741094708932,0.94306242211714519,0.033810349575531529,0.00026875064186548947,1
1,1.5,0.78800000000000003,0.34242809621819398,0.94300620544044034,0.034537503516027579,0.00020912385189486571,1
1,1.5,0.78960000000000008,0.34267134119597326,0.94295705582063305,0.035272390795529018,0.00015699280770720137,1
1,1.5,0.79120000000000001,0.34291715167651632,0.94291496129565333,0.0360150289250738,0.00011234482161115444,1
1,1.5,0.79279999999999995,0.34316552175933773,0.94287991016350181,0.036765400078223598,7.5167481762283828e-05,1
1,1.5,0.7944,0.34341645570602602,0.94285189098468025,0.037523517130011674,4.5448654740321004e-05,1
1,1.5,0.79600000000000004,0.34366995689857166,0.94283089258470987,0.038289390298045678,2.3176488220588709e-05,1
1,1.5,0.79760000000000009,0.34392602540796724,0.94281690405674445,0.039063019796807374,8.3394137457837303e-06,1
1,1.5,0.79920000000000002,0.34418466230482825,0.94280991476428011,0.039844408860820524,9.2614960012227243e-07,1
1,1.5,0.80079999999999996,0.34444585687295715,0.94280991434396211,0.040633525114504909,9.257037854037975e-07,0
1,1.5,0.8024,0.34470966191353763,0.94281689270849922,0.041430528079831719,8.3273771140923714e-06,0
1,1.5,0.80400000000000005,0.3449760241439539,0.94283084004968176,0.042235256780335906,2.3120766408757376e-05,0
1,1.5,0.80560000000000009,0.34524496500049673,0.94285174684151019,0.043047775978947378,4.5295767820752175e-05,0
1,1.5,0.80719999999999992,0.34551648770756976,0.94287960384344083,0.043868095417175512,7.4842580273903891e-05,0
1,1.5,0.80879999999999996,0.34579059604732737,0.94291440210374855,0.044696226521595994,0.00011175170902943954,0
1,1.5,0.81040000000000001,0.34606728835319922,0.94295613296301251,0.045532164257196861,0.00015601396938480505,0
1,1.5,0.81200000000000006,0.34634656949123332,0.94300478805773114,0.046375923325193469,0.00020762049050704334,0
1,1.5,0.81359999999999999,0.34662844630902206,0.94306035932406873,0.047227524413406829,0.0002665627194067266,0
1,1.5,0.81519999999999992,0.34691291752863135,0.94312283900174043,0.048086963660965543,0.00033283242505866006,0
1,1.5,0.81679999999999997,0.34719998082784753,0.94319221963803779,0.048954234052040357,0.00040642170267202182,0
1,1.5,0.81840000000000002,0.3474896547310749,0.9432684940920073,0.04982939155222299,0.000487322978121707,0
1,1.5,0.82000000000000006,0.34778193146531983,0.9433516555387792,0.050712412677886842,0.00057552901254043221,0
1,2,0.5,0.22222222222222221,0.88888888888888884,0.02704627669472992,0.11111111111111094,0
1,2,0.50160000000000005,0.22198771088616584,0.887004705192458,0.025962433719302735,0.10875588149057247,0
1,2,0.50319999999999998,0.2217582401986872,0.88514465220338157,0.024901887150967861,0.10643081525422682,0
1,2,0.50480000000000003,0.2215337940811625,0.88330858884036079,0.023864562679017265,0.1041357360504509,0
1,2,0.50639999999999996,0.22131435652327841,0.88149637489356791,0.022850386308454151,0.10187046861695981,0
1,2,0.50800000000000001,0.22109991158267017,0.87970787101858183,0.021859284358319409,0.099634838773227319,0
1,2,0.50960000000000005,0.22089044338456101,0.87794293873036966,0.020891183460026497,0.097428673412961908,0
1,2,0.51119999999999999,0.22068593612140455,0.87620144039731818,0.019946010555708105,0.09525180049664761,0
1,2,0.51280000000000003,0.22048637405252955,0.87448323923531035,0.019023692896573907,0.093104049044137938,0
1,2,0.51439999999999997,0.22029174150378586,0.87278819930184592,0.018124158041275429,0.090985249127307322,0
1,2,0.51600000000000001,0.22010202286719432,0.87111618549021508,0.017247333854286229,0.088895231862768709,0
1,2,0.51759999999999995,0.21991720260059744,0.86946706352371184,0.016393148504288968,0.086833829404639795,0
1,2,0.51919999999999999,0.21973726522731257,0.86784069994989155,0.015561530462571804,0.084800874937364323,0
1,2,0.52080000000000004,0.21956219533578816,0.86623696213488244,0.014752408501440106,0.082796202668602881,0
1,2,0.52239999999999998,0.21939197757926082,0.86465571825772791,0.013965711692630833,0.08081964782215989,0
1,2,0.52400000000000002,0.21922659667541558,0.86309683730478581,0.013201369405742902,0.0788710466309821,0
1,2,0.52559999999999996,0.21906603740604788,0.86156018906416332,0.012459311306674659,0.076950236330204147,0
1,2,0.5272,0.21891028461672773,0.86004564412019791,0.011739467356072231,0.075057055150247409,0
1,2,0.52880000000000005,0.2187593232164661,0.85855307384798307,0.011041767807787206,0.073191342309978813,0
1,2,0.53039999999999998,0.21861313817738282,0.85708235040793057,0.010366143207342082,0.071352938009913158,0
1,2,0.53200000000000003,0.21847171453437775,0.85563334674038283,0.0097125243904097047,0.069541683425478507,0
1,2,0.53359999999999996,0.21833503738480264,0.85420593656026089,0.0090808424812980348,0.067757420700325977,0
1,2,0.53520000000000001,0.21820309188813616,0.85279999435175691,0.0084710288914473519,0.065999992939696162,0
1,2,0.53679999999999994,0.21807586326566022,0.85141539536306721,0.0078830153179341167,0.064269244203833953,0
1,2,0.53839999999999999,0.21795333680013868,0.85005201560116483,0.0073167337419870471,0.062565019501455987,0
1,2,0.54000000000000004,0.2178354978354978,0.84870973182661491,0.0067721164275091894,0.060887164783268499,0
1,2,0.54159999999999997,0.21772233177650926,0.84738842154842742,0.0062490959196135343,0.059235526935534244,0
1,2,0.54320000000000002,0.21761382408847416,0.84608796301895084,0.005747605043161963,0.057609953773688494,0
1,2,0.54479999999999995,0.21750996029691008,0.84480823522880666,0.0052675769013201812,0.056010294036008323,0
1,2,0.5464,0.21741072598723915,0.84354911790185916,0.0048089448741146512,0.054436397377323864,0
1,2,0.54800000000000004,0.21731610680447888,0.84231049149022841,0.0043716426170044009,0.05288811436278551,0
1,2,0.54959999999999998,0.21722608845293409,0.84109223716933701,0.0039556040594572739,0.051365296461671095,0
1,2,0.55120000000000002,0.21714065669589128,0.83989423683299891,0.0035607634035368374,0.04986779604124858,0
1,2,0.55279999999999996,0.21705979735531511,0.83871637308854374,0.0031870551225003929,0.048395466360679595,0
1,2,0.5544,0.21698349631154573,0.83755852925197782,0.0028344139593996509,0.046948161564972279,0
1,2,0.55600000000000005,0.21691173950299913,0.83642058934318453,0.0025027749256960607,0.045525736678980522,0
1,2,0.55759999999999998,0.21684451292586884,0.83530243808115912,0.0021920732998812476,0.044128047601448728,0
1,2,0.55920000000000003,0.21678180263382929,0.8342039608792815,0.0019022446261078851,0.042754951099101879,0
1,2,0.56079999999999997,0.2167235947377413,0.83312504384062513,0.0016332247128265642,0.041406304800781335,0
1,2,0.56240000000000001,0.21666987540535929,0.83206557375329993,0.0013849496314339849,0.040081967191624823,0
1,2,0.56400000000000006,0.21662063086104003,0.83102543808583151,0.0011573557149260338,0.038781797607289281,0
1,2,0.56559999999999999,0.21657584738545391,0.83000452498257771,0.00095037955656418482,0.037505656228222106,0
1,2,0.56720000000000004,0.21653551131529689,0.82900272325917634,0.00076395800854367479,0.036253404073970374,0
1,2,0.56879999999999997,0.21649960904300525,0.82801992239803135,0.0005980281806745591,0.035024902997539131,0
1,2,0.57040000000000002,0.21646812701647136,0.82705601254382866,0.00045252743906964987,0.033820015679785653,0
1,2,0.57200000000000006,0.21644105173876166,0.82611088449909043,0.00032739340483955992,0.032638605623863004,0
1,2,0.5736,0.21641836976783596,0.82518442971976125,0.00022256395279662833,0.03148053714970156,0
1,2,0.57520000000000004,0.21640006771626882,0.82427654031082587,0.00013797721016595155,0.030345675388532278,0
1,2,0.57679999999999998,0.21638613225097242,0.8233871090219651,7.3571555305962377e-05,0.029233886277456378,0
1,2,0.57840000000000003,0.21637655009292109,0.82251602924323786,2.928561643411598e-05,0.028145036554047209,0
1,2,0.57999999999999996,0.21637130801687762,0.82166319500080109,5.0582703623458514e-06,0.027078993751001201,0
1,2,0.58160000000000001,0.2163703928511212,0.82082850095266024,8.2864124029136121e-07,0.026035626190825223,1
1,2,0.58319999999999994,0.216373791477177,0.82001184238445057,1.6536099304520491e-05,0.025014802980563244,1
1,2,0.58479999999999999,0.21638149082954733,0.81921311520525253,5.2120259636412314e-05,0.024016394006565633,1
1,2,0.58640000000000003,0.21639347789544461,0.8184322159434364,0.00010752098092892126,0.023040269929295532,1
1,2,0.58799999999999997,0.21640973971452557,0.81766904174253985,0.00018267836425600592,0.022086302178174755,1
1,2,0.58960000000000001,0.21643026337862775,0.81692349035717582,0.00027753275185737891,0.021154362946469663,1
1,2,0.59119999999999995,0.21645503603150665,0.81619546014896915,0.00039202472592148041,0.020244325186211443,1
1,2,0.59279999999999999,0.21648404486857523,0.81548485008252869,0.00052609510738266252,0.019356062603160806,1
1,2,0.59440000000000004,0.21651727713664493,0.81479155972144346,0.00067968495472481294,0.018489449651804213,1
1,2,0.59599999999999997,0.2165547201336675,0.81411548922431376,0.00085273556278608886,0.017644361530392061,1
